date,product,region,amount,quantity
2023-07-02,SSD,West,302.25,22
2024-09-19,USB Cable,South,1871.85,36
2024-04-10,Power Supply,East,1972.96,2
2024-09-19,Monitor,South,784.81,37
2024-02-13,USB Cable,West,1466.02,29
2023-06-16,Microphone,Central,1974.4,42
2023-01-14,Webcam,Central,1180.0,19
2023-01-09,Motherboard,Central,351.92,19
2023-02-09,Processor,South,1578.52,50
2023-07-30,Power Supply,North,466.93,50
2023-01-26,Speaker,Central,556.66,42
2024-10-21,Chair,West,13.93,49
2023-03-21,Keyboard,Central,790.57,10
2023-06-04,Cooling Fan,South,1442.42,26
2024-10-06,SSD,West,804.18,2
2023-10-31,Monitor,North,28.4,24
2024-02-18,Monitor,East,374.05,37
2023-07-15,External Drive,Central,1224.79,36
2023-06-25,Desk,North,720.63,37
2024-03-17,External Drive,South,1854.53,38
2024-11-29,Desk,East,146.37,46
2024-02-20,Monitor,South,1703.23,26
2023-04-08,Laptop,North,371.31,45
2024-04-17,Speaker,Central,945.48,16
2023-11-10,Microphone,Central,663.09,21
2024-01-24,Processor,East,1572.61,8
2024-03-01,Chair,Central,1817.32,46
2024-09-15,Cooling Fan,West,1559.92,21
2023-01-15,Mouse,East,22.45,19
2024-07-20,Webcam,West,1119.07,21
2024-12-25,Laptop,Central,659.67,8
2024-05-28,Power Supply,Central,542.79,17
2023-01-25,Keyboard,Central,1851.53,36
2024-04-23,USB Cable,Central,311.43,27
2023-11-29,Speaker,North,721.95,30
2024-10-18,SSD,West,1917.26,19
2023-09-29,Power Supply,East,1581.56,44
2023-12-17,Mouse,West,1390.38,9
2024-05-04,Cooling Fan,South,1883.31,30
2024-08-31,USB Cable,South,1851.53,38
2024-06-23,Desk,South,1930.31,46
2023-06-22,Monitor,South,1717.95,44
2024-03-10,Speaker,North,1799.12,34
2023-10-27,Mouse,South,1753.68,2
2023-04-13,Speaker,Central,79.42,9
2024-04-23,RAM,East,653.29,5
2023-02-23,Monitor,South,967.78,24
2024-01-05,Processor,West,288.82,16
2023-04-25,Power Supply,Central,701.42,30
2024-10-03,Mouse,West,470.78,10
2023-05-13,Laptop,West,626.03,21
2024-12-02,Microphone,Central,64.08,12
2023-09-22,Webcam,East,600.56,24
2023-04-28,USB Cable,South,882.42,13
2024-10-07,SSD,West,455.15,37
2023-09-02,Mouse,North,1810.24,36
2024-12-20,Microphone,West,1579.81,9
2024-08-19,Cooling Fan,West,716.57,24
2024-01-14,External Drive,South,1848.22,23
2024-08-02,RAM,West,816.79,48
2024-07-09,External Drive,Central,315.08,39
2024-07-20,Graphics Card,South,1921.68,45
2024-03-22,USB Cable,East,1359.74,49
2023-06-12,Cooling Fan,South,94.36,48
2023-10-14,Processor,South,1986.73,24
2023-06-25,SSD,Central,851.16,17
2024-10-07,Motherboard,West,945.24,35
2024-04-27,Case,Central,231.2,2
2023-10-31,SSD,East,34.28,4
2024-08-07,Cooling Fan,Central,1756.72,19
2023-11-30,Case,East,1641.58,4
2024-01-10,Power Supply,North,1799.52,15
2023-03-25,Cooling Fan,West,953.01,38
2024-11-01,Power Supply,East,1204.34,25
2023-12-12,Case,South,236.17,38
2023-03-18,RAM,Central,805.05,22
2024-03-21,Chair,East,1319.11,7
2023-11-18,Keyboard,North,1240.36,33
2024-03-19,Monitor,East,389.69,34
2023-05-22,Desk,East,266.03,21
2023-03-30,External Drive,West,1151.38,32
2024-03-27,Microphone,Central,1326.76,48
2024-01-30,Processor,West,247.84,20
2024-12-06,Speaker,West,969.89,28
2023-07-02,Mouse,Central,1263.82,12
2024-10-07,External Drive,Central,1484.47,47
2023-03-12,Keyboard,South,1230.01,46
2024-11-22,Mouse,South,1085.45,48
2023-03-10,Speaker,Central,598.34,38
2023-05-14,Desk,East,381.12,19
2023-09-27,Webcam,West,290.13,23
2023-10-01,USB Cable,Central,519.43,33
2023-10-13,Webcam,Central,1547.2,37
2024-01-13,Mouse,Central,511.38,48
2024-02-22,Microphone,South,782.63,1
2023-05-26,Mouse,East,498.92,29
2023-07-24,Desk,West,725.03,18
2023-12-21,Monitor,South,92.6,32
2023-08-02,SSD,West,1558.79,20
2024-03-07,Webcam,West,1876.75,30
2023-07-05,Case,West,1893.23,41
2024-04-20,Chair,North,191.98,12
2024-07-06,External Drive,Central,1786.88,19
2024-04-19,Keyboard,Central,230.93,35
2024-09-04,Case,Central,1337.24,24
2023-08-26,RAM,East,1075.33,45
2024-07-21,Desk,Central,1070.33,1
2024-04-25,Case,South,1353.82,5
2024-07-03,RAM,South,593.99,11
2023-03-10,Speaker,West,1218.95,36
2024-06-23,Graphics Card,Central,157.07,5
2023-01-16,Monitor,South,1312.05,4
2024-08-16,Webcam,East,1707.16,20
2024-07-21,Keyboard,North,741.35,39
2024-05-28,Power Supply,South,1838.89,40
2023-10-10,Case,South,1551.96,22
2024-02-14,RAM,West,1306.37,29
2023-10-08,Webcam,West,789.48,24
2023-12-27,SSD,North,160.21,20
2023-08-21,Headphones,South,433.24,21
2023-12-05,Processor,East,758.96,39
2023-08-01,Microphone,West,89.14,35
2023-04-19,Desk,West,1589.21,43
2024-07-21,RAM,Central,1123.36,27
2024-06-10,Webcam,South,1558.07,12
2024-12-28,Headphones,East,422.63,33
2023-04-01,Mouse,East,1900.37,13
2023-09-07,Graphics Card,North,1043.48,29
2024-10-03,Desk,East,1828.86,18
2023-03-18,Webcam,West,847.65,28
2023-11-20,Microphone,North,1443.92,2
2024-04-13,RAM,East,301.73,27
2024-10-27,SSD,South,1091.95,49
2023-06-02,Processor,North,184.28,10
2024-01-10,External Drive,North,1799.07,25
2024-01-04,Desk,North,675.87,33
2023-03-30,Webcam,South,285.5,27
2024-01-01,Laptop,South,1460.46,18
2024-12-26,Power Supply,North,91.02,38
2023-12-10,Microphone,Central,1350.47,25
2023-11-01,Desk,South,15.85,34
2023-04-24,Chair,North,215.18,42
2024-11-25,Desk,West,447.34,26
2023-11-12,Graphics Card,East,1972.07,13
2023-11-28,Cooling Fan,South,150.98,42
2024-02-23,Graphics Card,North,968.46,2
2024-04-02,USB Cable,East,1539.67,1
2024-04-11,Laptop,Central,414.0,45
2023-03-20,External Drive,South,635.93,35
2023-11-15,Case,Central,1444.86,22
2024-04-20,Monitor,West,1765.32,6
2024-01-25,Speaker,West,254.72,10
2023-07-21,Processor,Central,1959.54,31
2024-11-03,Webcam,South,853.93,27
2023-10-03,Processor,Central,24.33,17
2024-12-14,Monitor,Central,481.62,47
2024-06-22,Keyboard,South,584.79,15
2023-12-26,Mouse,West,783.66,33
2024-10-27,External Drive,Central,42.88,37
2023-01-15,RAM,South,512.97,25
2023-12-31,Webcam,West,446.25,49
2024-03-05,Desk,South,1018.77,40
2023-06-22,Power Supply,East,1930.65,26
2023-10-29,Chair,West,79.16,50
2024-06-27,Webcam,South,1042.86,50
2023-07-31,Keyboard,East,1703.49,19
2024-12-25,Webcam,South,171.58,32
2024-10-04,Speaker,West,1238.18,6
2024-01-26,RAM,East,607.91,14
2023-08-31,Desk,North,408.59,23
2024-11-12,Case,Central,772.03,14
2023-12-26,Keyboard,West,951.49,18
2024-08-08,Keyboard,South,324.53,27
2023-06-16,Keyboard,Central,147.53,41
2024-12-28,Monitor,South,1402.62,6
2023-12-25,RAM,South,1278.32,24
2023-06-14,Case,South,1788.76,31
2023-02-28,Desk,North,122.62,7
2024-10-18,External Drive,East,890.43,20
2023-11-27,RAM,West,818.22,16
2023-10-22,USB Cable,West,1293.38,20
2023-11-06,Monitor,North,520.72,34
2024-07-10,Desk,West,1381.86,40
2023-04-28,Motherboard,West,1920.76,4
2023-11-28,Webcam,South,1966.46,29
2024-07-25,Chair,West,995.84,31
2023-12-05,Headphones,South,1895.74,42
2023-04-26,USB Cable,East,654.41,2
2024-12-31,Monitor,South,1416.4,24
2024-11-29,USB Cable,East,1320.58,47
2023-06-05,Keyboard,Central,393.07,12
2024-02-22,Webcam,East,797.28,43
2024-03-29,Speaker,North,1814.77,29
2023-11-18,Laptop,South,1848.59,21
2024-06-06,Power Supply,West,1879.71,2
2024-09-05,Monitor,Central,264.2,34
2023-01-19,Webcam,South,1772.53,39
2023-02-13,Processor,Central,137.29,49
2024-05-14,SSD,Central,961.95,6
2024-01-26,Motherboard,Central,1440.74,31
2024-02-05,Mouse,West,1348.01,12
2024-07-26,External Drive,South,261.89,15
2024-10-19,Desk,South,1204.85,38
2024-10-08,Cooling Fan,North,187.97,29
2024-06-02,Headphones,East,1803.9,48
2024-03-05,USB Cable,North,161.59,48
2024-05-27,Processor,South,393.42,37
2024-01-07,Speaker,North,928.11,27
2024-07-14,Case,East,952.6,13
2024-03-09,Webcam,East,1425.42,39
2023-01-30,Headphones,Central,907.32,18
2023-08-10,Power Supply,East,298.43,3
2024-08-23,Cooling Fan,Central,105.58,21
2024-10-30,Speaker,Central,1415.83,24
2023-06-02,Mouse,East,435.53,6
2024-02-27,Processor,West,1790.62,38
2023-11-27,Chair,North,118.4,23
2023-02-15,Laptop,West,1806.23,21
2023-10-18,SSD,West,1796.96,48
2024-09-27,Microphone,East,587.91,39
2023-05-10,Desk,North,751.99,35
2024-07-08,Graphics Card,North,1332.29,9
2023-04-16,Case,South,1123.35,25
2023-09-03,Speaker,South,1576.63,41
2024-02-29,Mouse,West,1324.04,13
2023-01-17,Cooling Fan,West,1720.03,26
2024-06-04,Motherboard,East,395.06,40
2024-11-15,Monitor,Central,850.67,1
2023-05-04,Mouse,East,911.93,31
2024-11-05,SSD,Central,780.77,15
2024-01-22,Motherboard,West,1887.92,42
2023-03-02,SSD,East,440.24,41
2024-07-30,USB Cable,South,308.13,36
2023-08-23,Cooling Fan,South,1916.0,42
2023-09-01,Cooling Fan,South,13.22,39
2023-09-06,Power Supply,South,1864.74,30
2023-11-22,Desk,South,1567.45,41
2024-09-08,Chair,South,1850.38,13
2024-08-30,Speaker,North,1086.27,6
2023-12-18,Case,North,1588.98,1
2024-10-26,SSD,North,1669.06,14
2023-05-12,Cooling Fan,East,417.26,23
2024-01-29,USB Cable,West,617.59,2
2024-04-13,Speaker,East,372.39,19
2023-11-23,Webcam,West,131.77,4
2023-11-24,Keyboard,East,445.5,49
2023-01-12,Case,Central,34.5,47
2023-03-31,Headphones,South,1793.97,16
2024-03-12,Desk,South,509.54,45
2023-01-12,Microphone,North,176.28,23
2024-11-08,Monitor,East,1949.18,3
2023-11-13,Case,West,995.4,30
2024-04-15,Microphone,North,220.53,17
2024-05-28,Monitor,East,368.44,38
2023-02-19,Headphones,East,1258.72,33
2023-08-17,Headphones,East,1420.9,47
2023-09-14,Desk,East,1815.36,45
2024-03-03,Speaker,Central,1525.02,8
2023-01-27,RAM,North,341.29,10
2024-08-01,RAM,East,1050.33,1
2024-01-22,RAM,East,1883.22,42
2024-04-15,SSD,South,830.64,2
2024-09-25,Speaker,East,554.25,18
2024-02-12,Graphics Card,Central,442.34,46
2024-04-15,Microphone,North,1350.11,33
2024-10-20,Keyboard,Central,932.24,44
2023-08-31,Headphones,West,163.51,27
2024-07-20,Cooling Fan,East,344.32,5
2024-09-25,External Drive,West,1099.21,6
2023-08-07,Speaker,East,232.0,29
2023-09-25,Monitor,East,835.88,29
2024-04-23,Keyboard,Central,1892.84,15
2023-07-27,Webcam,South,168.69,4
2024-10-12,Cooling Fan,North,1211.58,49
2023-02-16,Desk,North,1662.77,22
2023-11-01,Graphics Card,North,894.47,7
2023-01-02,USB Cable,West,537.49,41
2023-12-09,USB Cable,West,923.69,21
2023-12-24,Processor,South,828.93,4
2023-01-28,Processor,North,90.54,24
2024-05-26,Processor,East,1453.6,13
2023-02-27,Processor,South,1842.78,11
2024-11-03,Cooling Fan,South,879.87,40
2023-02-04,Webcam,West,294.25,20
2024-09-29,Motherboard,Central,220.34,44
2024-08-07,USB Cable,West,1883.12,2
2024-09-09,Cooling Fan,North,1463.5,47
2024-06-26,Motherboard,South,469.99,30
2024-10-16,Motherboard,North,1700.01,44
2024-10-22,Microphone,East,1645.48,7
2024-01-16,Cooling Fan,Central,1692.1,7
2023-02-23,Motherboard,Central,1752.49,45
2023-01-10,Power Supply,East,648.78,23
2024-08-18,Desk,South,200.01,17
2024-08-07,Mouse,Central,1496.01,42
2024-05-06,RAM,East,1245.75,9
2024-02-05,External Drive,Central,962.74,48
2023-07-11,Power Supply,North,1684.79,39
2023-03-24,Laptop,Central,1496.1,14
2023-06-18,USB Cable,Central,1274.69,30
2023-10-28,Case,South,954.32,43
2023-09-11,Motherboard,Central,1199.07,22
2023-03-05,Mouse,East,1639.85,24
2024-04-23,Mouse,West,939.41,15
2024-09-07,RAM,West,309.38,9
2023-03-25,Mouse,West,593.99,8
2023-02-24,Desk,North,1614.59,34
2023-04-27,Headphones,North,116.04,40
2023-02-15,Chair,East,21.58,23
2023-08-29,Processor,East,844.26,2
2023-03-25,Power Supply,West,153.58,20
2024-05-22,Keyboard,North,339.17,48
2024-03-23,Chair,East,307.52,42
2023-01-18,Cooling Fan,Central,1414.16,3
2024-03-26,SSD,South,1855.29,19
2023-08-04,Graphics Card,East,574.18,2
2023-10-04,Processor,West,1946.36,3
2024-11-15,External Drive,North,1199.81,46
2024-02-17,Case,Central,992.15,11
2023-12-18,Laptop,South,1936.95,11
2024-09-09,Keyboard,South,1601.31,22
2023-01-16,Chair,East,1226.95,36
2023-08-01,RAM,South,1892.79,39
2024-08-10,Power Supply,Central,1711.27,49
2024-09-14,Laptop,South,571.13,39
2023-02-14,Power Supply,West,991.04,14
2024-10-04,USB Cable,South,713.38,39
2023-09-26,SSD,West,1610.7,31
2024-08-27,Case,Central,232.06,16
2024-05-20,Keyboard,South,717.95,18
2024-06-20,Webcam,South,1991.53,28
2023-04-15,RAM,Central,1408.26,11
2024-12-04,USB Cable,West,1114.13,10
2024-06-21,Microphone,East,772.24,34
2023-10-29,SSD,South,47.05,1
2023-10-13,Laptop,Central,1281.61,8
2024-11-11,Laptop,South,1708.85,13
2023-04-29,Headphones,West,750.09,9
2023-06-24,SSD,North,1556.02,38
2024-02-27,Monitor,East,126.94,13
2024-03-06,Mouse,South,1201.86,50
2023-10-13,Processor,South,198.18,5
2023-01-23,Speaker,North,1188.84,47
2024-04-06,Monitor,South,1977.27,15
2024-07-03,Graphics Card,West,1327.66,25
2024-03-02,RAM,West,468.25,26
2023-09-19,Laptop,West,1695.41,6
2024-01-24,Graphics Card,West,1397.98,9
2024-03-23,Speaker,North,1050.92,38
2023-02-07,Headphones,North,440.05,46
2023-04-03,Processor,East,1994.85,4
2023-01-26,Headphones,West,1010.76,5
2023-02-23,Microphone,North,97.63,14
2023-11-25,Case,Central,596.06,40
2023-05-27,Graphics Card,Central,1196.66,25
2023-10-30,Power Supply,West,567.52,12
2024-09-06,Processor,North,1970.94,13
2023-01-13,SSD,West,746.08,31
2024-08-26,External Drive,Central,1869.84,9
2024-11-25,Case,South,482.94,13
2023-05-31,Desk,East,582.85,4
2023-08-16,RAM,South,1384.21,22
2023-10-06,SSD,Central,1173.25,31
2024-09-22,Mouse,North,445.28,50
2023-12-24,SSD,West,1191.95,31
2024-01-30,Cooling Fan,Central,118.27,2
2024-06-02,Chair,North,1478.7,44
2024-12-05,Speaker,North,1673.69,35
2023-02-14,Power Supply,South,1924.9,33
2024-06-11,Processor,North,1467.04,26
2023-05-29,Headphones,East,22.22,14
2023-01-22,Microphone,East,558.51,5
2023-11-20,Monitor,Central,1586.48,28
2024-02-04,SSD,Central,854.28,1
2024-11-18,Headphones,East,861.45,40
2024-03-17,USB Cable,West,569.54,17
2023-09-29,SSD,South,1866.49,25
2024-08-27,Power Supply,Central,764.95,24
2023-01-29,Processor,South,859.89,18
2024-06-24,Monitor,East,1777.7,12
2023-08-18,Chair,East,555.78,10
2024-04-11,Graphics Card,East,1944.18,9
2024-05-02,Desk,East,217.71,40
2024-04-18,Graphics Card,North,370.48,23
2024-08-11,External Drive,Central,178.05,36
2024-09-26,Microphone,North,178.18,20
2024-03-07,USB Cable,Central,1345.27,39
2023-12-01,USB Cable,North,513.01,49
2024-03-12,Monitor,West,1187.2,37
2024-12-28,Processor,Central,358.98,28
2024-09-10,USB Cable,West,1351.15,7
2024-11-29,Power Supply,Central,1216.62,27
2023-12-31,Case,South,1986.1,9
2023-05-29,Laptop,Central,1040.72,48
2023-09-30,External Drive,South,1503.17,17
2023-03-02,Webcam,North,664.31,21
2024-06-02,Cooling Fan,West,1282.92,46
2024-02-10,USB Cable,East,1852.97,11
2024-10-25,Speaker,East,1923.92,8
2024-09-16,Chair,West,1919.48,1
2023-02-26,Speaker,East,1276.12,26
2024-02-03,Monitor,East,1677.79,50
2024-02-09,Chair,West,219.57,35
2023-12-20,Webcam,North,839.02,24
2023-12-24,Keyboard,North,1888.31,41
2023-06-11,RAM,West,1278.33,18
2023-10-20,Chair,South,565.61,50
2024-02-06,Processor,East,951.71,40
2023-12-28,Case,North,1404.42,30
2023-08-14,Power Supply,North,678.3,27
2023-05-13,Processor,Central,34.13,2
2024-05-06,Cooling Fan,North,1923.83,22
2024-08-13,Microphone,West,1838.68,14
2023-10-03,Keyboard,Central,558.14,39
2024-04-02,Motherboard,East,611.96,29
2024-11-07,Graphics Card,West,1599.39,30
2024-12-22,Chair,North,52.75,27
2024-07-03,Power Supply,West,1982.86,4
2023-04-12,Cooling Fan,Central,936.98,4
2024-09-03,Monitor,West,1594.88,9
2023-11-02,Processor,East,122.88,23
2024-04-24,Case,Central,867.73,9
2023-05-16,Monitor,East,171.39,39
2023-03-28,Keyboard,East,384.73,9
2023-01-20,Motherboard,West,757.43,3
2024-10-21,Microphone,South,862.09,25
2024-05-19,Headphones,East,25.46,25
2023-02-06,Monitor,West,374.94,33
2024-03-08,Chair,North,575.89,39
2024-07-24,Cooling Fan,East,1751.78,12
2023-07-28,Monitor,South,1344.33,23
2024-08-08,Cooling Fan,West,1109.22,7
2023-02-06,USB Cable,North,814.52,33
2024-10-11,Case,South,632.37,38
2024-05-12,Cooling Fan,Central,855.52,3
2024-04-18,Chair,South,730.09,23
2024-07-22,SSD,North,733.08,38
2024-03-24,Cooling Fan,South,1028.39,8
2024-07-18,Graphics Card,East,378.18,12
2024-05-13,Webcam,East,1530.1,26
2023-11-26,Laptop,North,1164.41,8
2024-02-17,Laptop,East,1697.66,46
2024-10-04,Chair,Central,538.49,29
2024-12-29,Monitor,Central,1905.02,16
2023-05-02,Headphones,South,1057.54,41
2023-07-12,Headphones,West,1001.29,26
2024-08-06,Desk,North,976.75,28
2023-08-31,Graphics Card,South,1926.76,12
2024-11-26,Keyboard,South,1691.76,40
2023-03-24,Monitor,North,1396.13,16
2023-09-26,Desk,South,416.66,30
2023-10-29,Speaker,East,227.46,17
2024-02-12,Cooling Fan,North,866.82,21
2023-03-10,SSD,North,1711.03,38
2023-10-24,RAM,East,682.66,22
2024-11-30,Graphics Card,Central,332.75,48
2023-01-06,Webcam,West,1759.81,27
2023-04-07,Mouse,South,256.53,14
2023-11-25,Cooling Fan,East,1664.41,1
2024-12-05,Webcam,North,921.15,39
2023-10-18,Microphone,East,956.11,45
2023-09-19,Webcam,Central,591.03,19
2023-11-15,Motherboard,West,473.22,41
2024-01-23,Power Supply,East,1981.57,5
2023-03-24,Power Supply,North,1594.65,50
2024-01-26,Webcam,West,1955.14,32
2023-02-28,Monitor,Central,424.01,7
2024-09-19,SSD,East,352.81,31
2024-07-29,USB Cable,South,202.0,33
2023-12-15,Microphone,Central,526.63,29
2023-12-28,RAM,Central,302.62,15
2024-03-17,Headphones,South,703.87,25
2024-01-01,External Drive,South,1839.29,19
2023-08-11,Mouse,West,1657.01,4
2024-09-26,Desk,North,1327.61,21
2023-10-26,Cooling Fan,West,1867.16,27
2024-08-24,Graphics Card,South,314.26,17
2023-07-22,Headphones,East,871.6,41
2023-10-04,Power Supply,West,488.71,31
2024-07-19,Chair,East,1253.38,38
2023-12-17,Headphones,South,1907.59,20
2023-11-11,USB Cable,West,1183.9,4
2024-06-18,Webcam,East,296.99,42
2023-04-07,External Drive,South,390.26,12
2023-01-20,Keyboard,South,1140.22,18
2023-07-02,Mouse,West,1958.81,12
2024-08-17,Processor,Central,1595.22,13
2023-08-20,Graphics Card,West,1454.21,11
2023-02-08,Webcam,East,1020.86,23
2024-03-30,Laptop,South,171.69,23
2024-12-18,Power Supply,North,263.38,16
2023-11-04,External Drive,North,46.66,24
2023-03-13,Speaker,North,1071.48,49
2023-10-07,Chair,West,1232.42,11
2023-08-12,Cooling Fan,West,1454.11,14
2023-01-17,Case,East,362.02,17
2024-03-20,Keyboard,North,1374.25,15
2024-05-25,USB Cable,North,1218.4,44
2024-03-13,External Drive,West,540.98,43
2023-01-01,Webcam,East,1232.76,25
2024-05-05,SSD,East,989.03,31
2023-04-30,External Drive,East,953.41,38
2023-08-30,Microphone,North,1370.09,32
2023-07-04,Chair,Central,1374.21,17
2024-07-17,Laptop,West,686.14,4
2023-08-02,Monitor,East,503.02,32
2024-04-23,Laptop,South,1991.14,45
2023-01-02,Chair,South,23.57,44
2024-10-20,Power Supply,West,827.29,11
2024-11-20,USB Cable,East,894.57,1
2024-10-11,Graphics Card,South,449.29,4
2023-06-14,External Drive,South,760.84,29
2024-08-17,Microphone,North,541.21,48
2023-08-08,SSD,North,675.79,40
2023-12-15,SSD,North,337.18,49
2024-05-13,Headphones,South,1212.46,22
2023-12-01,Cooling Fan,South,935.59,38
2024-09-03,Processor,North,791.82,40
2024-06-08,External Drive,South,1498.09,33
2023-12-08,Laptop,West,1651.72,19
2023-12-22,Monitor,Central,848.16,19
2024-07-30,Processor,West,22.3,1
2023-04-20,Processor,East,1130.31,21
2024-10-22,Case,Central,1657.25,19
2024-10-04,USB Cable,South,1326.91,3
2024-11-16,Speaker,Central,1455.38,48
2023-06-14,Monitor,Central,422.87,28
2023-08-19,Chair,North,1028.65,31
2023-08-03,Cooling Fan,East,89.72,30
2023-05-30,Speaker,Central,464.09,23
2023-03-19,Motherboard,South,1664.55,38
2024-08-10,Case,North,29.66,39
2024-03-04,Processor,Central,1781.95,22
2024-09-01,External Drive,East,1079.45,35
2023-12-10,Webcam,North,1367.15,47
2023-01-06,External Drive,West,1843.95,5
2023-08-19,External Drive,North,356.46,14
2024-07-26,Mouse,West,399.42,49
2024-12-11,Cooling Fan,South,1558.66,43
2024-05-17,Mouse,Central,1222.02,46
2024-10-31,SSD,Central,1384.75,14
2023-02-26,Laptop,South,98.76,15
2023-11-11,Motherboard,West,1009.33,50
2024-12-15,Cooling Fan,Central,267.5,42
2023-06-06,Mouse,West,1188.23,31
2023-10-25,SSD,West,1419.6,40
